Model,CV_Accuracy_Mean,CV_Accuracy_Std,CV_F1_Mean,CV_F1_Std,CV_Precision_Mean,CV_Precision_Std,CV_Recall_Mean,CV_Recall_Std,CV_ROC_AUC_Mean,CV_ROC_AUC_Std
LogisticRegression,0.9369986168741355,0.007895562116378941,0.7870854850804767,0.02455879524409996,0.6903614944422211,0.03047335764017681,0.9171763019589108,0.03749125550811818,0.973010282920162,0.010721872109959627
